date,mosquito,temp,l_temp,h_temp,rain_per_day,cum_rain,wind,dew,humidity,steam_pressure,sunshine_time,sunshine,ground_surface_temp
2019-04-29,782,14.5,9.8,19.8,,0,3.1,-5.3,27.1,4.3,12.8,28.25,22.8
2019-04-30,705,15,8.4,21.9,,0,2.3,-1.5,33.4,5.5,12.9,27.02,22.1
2019-05-01,1345,15.6,10.1,21.3,,0,2.3,4.3,48.3,8.4,12.2,23.39,21.3
2019-05-02,1507,16.6,11.7,22.9,,0,2.2,2.3,43.3,7.5,12.1,25.46,23.9
2019-05-03,1258,17.8,10.3,26.8,,0,1.9,5.7,48,9.2,12.3,25.19,24.4
2019-05-04,1137,20.3,13.2,28.3,,0,1.8,5.2,39,9,12.7,25.19,26.4
2019-05-05,1315,21.6,14.7,28.9,,0,1.5,5.3,36,9,12,21.82,26.8
2019-05-06,1108,18.7,15.5,22.8,,0,1.6,5.5,43.4,9.1,1,8.51,19.2
2019-05-07,1172,19.6,12.9,26.9,,0,1.6,6.4,44.5,9.7,13,25.35,25.8
2019-05-08,1031,20.7,14.8,28,,0,1.7,8.6,48.1,11.2,8.4,21.24,26.8
2019-05-09,1169,23.5,16.7,30,,0,1.5,9.5,43.8,11.9,12.5,25.19,29.9
2019-05-10,1300,23.6,17.6,28.3,,0,1.2,10.4,44.9,12.7,4.2,14.72,26.1
2019-05-11,1636,22.8,19.1,25.9,,0,2.1,10.6,46.8,12.8,4.3,16.28,28.2
2019-05-12,1633,19.4,17.9,21.6,22,1,1.2,18.1,93,20.9,0,5.22,20.4
2019-05-13,1543,16.4,13,20.2,8.7,2,3.4,8.8,63.6,11.8,10.5,24.95,18.6
2019-05-14,1364,17.2,11.7,23.8,,0,2.9,6.2,52,9.6,13.1,28.89,21.8
2019-05-15,1395,19.5,12.3,26.5,,0,2.4,6.2,46,9.6,12.6,27.5,25.1
2019-05-16,1421,22.1,15,29.2,,0,1.7,8.1,45,11,13.2,27.36,28.5
2019-05-17,1629,24.2,16.2,33.4,,0,1.7,11.4,46.4,13.6,12.7,26.13,30.6
2019-05-18,1531,23.4,18.4,28.6,,0,1.6,9.7,45.6,12.3,7.1,18.83,26.7
2019-05-19,1697,24.5,18.6,31.1,,0,1.8,8.6,39,11.3,11,25.81,30.5
2019-05-20,1698,17.8,14.3,22.3,7.1,1,2.4,14.2,80.9,16.5,0,2.33,18.2
2019-05-21,1533,18.1,11.9,24.6,,0,2.6,5.2,45.9,8.9,13,28.01,21.8
2019-05-22,1973,20.3,13.3,26.5,,0,2,7.7,48.4,10.6,13.3,28.48,26.2
2019-05-23,1856,19.6,14.6,24.5,,0,2.4,7.8,48,10.7,7,18.28,23.8
2019-05-24,1715,19.1,16.1,23.3,,0,2.8,8,49.6,10.7,12.3,27.46,26.5
2019-05-25,1543,18.9,14.8,23.7,,0,1.9,10.7,60.5,12.9,9.4,21.1,24.8
2019-05-26,1523,21.1,14.1,27.8,,0,1.7,6.2,42.1,9.6,13,26.48,27.8
2019-05-27,1724,23.1,16,29.5,,0,1.8,9.4,42.9,11.9,12.3,25.57,30.1
2019-05-28,1310,22.6,17.6,29,,0,2.2,12.8,56.4,14.9,12.8,26.21,29.9
2019-05-29,1975,23,17.8,29.6,,0,1.8,15.3,63.8,17.3,8.9,24.14,31.4
2019-05-30,2127,21.2,18.6,25.1,7.5,1,1.2,16.5,75.9,18.8,0,5.33,22.4
2019-05-31,1596,20,17,24.7,35.3,2,1.9,15.4,77.3,17.6,3.7,13.41,21
2019-06-01,1859,21.9,16,27.6,,0,1.4,12.5,57.5,14.5,9.3,21.14,22.8
2019-06-02,1824,21.6,17.1,26.5,2.5,1,1.8,14.7,66.1,16.8,4.2,16.87,23.7
2019-06-03,1858,18.4,15.7,21.9,9.5,2,1.6,12.4,70.3,14.5,0.6,11.01,19.7
2019-06-04,1933,20.5,15.5,26.1,,0,1.4,9.7,51.1,12.1,10.7,21.58,21.9
2019-06-05,1927,21.5,16.1,26.4,,0,1.8,12.2,57.1,14.2,13,25.26,24.4
2019-06-06,1805,23,16.6,28.8,,0,1.7,11.9,51.9,13.9,12.3,27.4,27.2
2019-06-07,1867,23,19.1,28.4,,0,1.8,12.8,54.8,14.8,6.1,19.46,27
2019-06-08,1902,21.9,17.9,27.4,2.1,1,2.4,13.7,61.5,15.7,12.2,25.94,26
2019-06-09,2399,22,16.1,27.2,,0,1.6,12,55.4,14.1,11.1,22.45,24.7
2019-06-10,2214,21.7,18.1,26.2,,0,2.3,13,59.1,15,12.7,25.36,28.2
2019-06-11,1867,20.8,17,24.8,13.8,1,1.5,16.7,78.6,19,2,11.26,22.5
2019-06-12,2216,21.4,18.9,25.4,0.2,2,1.9,17.2,77.8,19.6,0.9,11.24,23
2019-06-13,2247,22.7,19.8,27.8,,0,1.9,16.7,70.6,19,6.9,20.91,25.9
2019-06-14,2313,22.1,19.4,26.1,0.2,1,1.7,16.9,72.9,19.2,3.4,12.51,25.2
2019-06-15,2047,24.2,17.7,30.6,,0,1.5,9.8,42.3,12.1,13,27.01,28.8
2019-06-16,2201,25,19.1,31,,0,1.8,10.2,40.4,12.5,12.9,26.05,30.7
2019-06-17,2827,25.2,20.9,30.9,,0,2,12.6,46.9,14.6,13.6,27.57,32.4
2019-06-18,2864,25.6,19.5,32.8,,0,1.6,13.2,49.1,15.3,13.4,27.13,32.6
2019-06-19,3026,25.5,20.7,29.5,,0,1.3,14.9,52.6,17,1.1,12.11,29.3
2019-06-20,3427,25.5,21.9,31.2,1.4,1,1.4,19.3,70.5,22.4,3.9,14.79,29.5
2019-06-21,3624,24.7,22.3,29,,0,1.7,18.1,67.3,20.9,2.4,10.92,29.6
2019-06-22,3909,23.1,19.6,27.7,1.5,1,1.2,17.5,72,20,4.1,12.49,24.4
2019-06-23,3499,23.9,20.9,28.5,,0,2.3,18.6,73.5,21.5,5.2,16.32,28.3
2019-06-24,3676,23.9,20.6,28.9,,0,2.3,16.2,64.4,18.5,10.9,20.33,29.6
2019-06-25,3651,24.4,20.8,30.1,,0,2.3,16.4,63.5,18.7,11.9,21.13,30
2019-06-26,4436,24.1,21.2,27.4,,0,1.7,16.6,64.6,19,3.3,12.62,26.9
2019-06-27,3666,25.4,20,32.8,,0,1.9,15.5,59.6,17.9,12.7,27.41,32.8
2019-06-28,5309,27.6,20.2,35,,0,1.5,12.9,42.1,15,11.8,24.78,32
2019-06-29,4744,29.7,24.6,36.1,,0,1.7,14.2,40.9,16.2,11.8,25.87,37.1
2019-06-30,5113,26.7,22.7,32.5,,0,2.2,12.7,43.3,14.7,9.8,22.4,33.8
2019-07-01,5525,25.1,21.2,31,,0,2,12.6,46.6,14.6,9.3,20.54,32.9
2019-07-02,5547,25,19.7,30,,0,1.8,12.3,46.4,14.3,7.7,18.2,29.8
2019-07-03,5555,22.7,19.3,27.3,8.5,1,2,14.9,64.1,17.1,3.1,13.4,26.8
2019-07-04,5538,21.9,19.5,25.9,2.9,2,1.3,17.4,76.9,19.9,0,8.59,23.2
2019-07-05,5994,23.6,20,28.7,,0,2,16.5,65.5,18.7,7,18.43,26.1
2019-07-06,5791,24.9,22.1,29.7,,0,1.7,18.1,67.3,20.7,4.1,15,28.3
2019-07-07,5374,25.9,21.2,31.6,,0,1.6,18.1,64.6,20.8,7.8,20.36,29.4
2019-07-08,4811,23.8,22.1,27.4,7.7,1,1.1,19.9,80,23.3,0.1,7.32,24.6
2019-07-09,4802,24.7,21.4,28.8,6.3,2,1.3,20.5,79,24.1,4,13.41,25.7
2019-07-10,4600,25.6,22.3,29.2,0.7,3,1.2,20.4,73.9,23.9,1,11.19,26.4
2019-07-11,4951,26.9,23.3,32.1,,0,1.2,19.5,65,22.6,3.2,12.78,26.5
2019-07-12,4828,28.6,22.8,35,,0,1.5,19.9,61.3,23.2,9.8,21.8,30.9
2019-07-13,5670,28,25.1,31.9,1.1,1,2.1,21,66.9,25,1.2,10.92,28.4
2019-07-14,5523,25.1,24.2,27,6.2,2,2.2,22.7,87.1,27.7,0.6,6.18,26.6
2019-07-15,6137,26.7,24.2,31,0.1,3,2.2,21.6,74.6,25.7,6.1,13.12,26.9
2019-07-16,4599,28.1,24.4,32.9,,0,1.7,22,70.8,26.4,4,13.34,29.3
2019-07-17,5116,26.5,25.2,27.2,1,1,1.6,23.1,82.3,28.2,0,3.17,26.5
2019-07-18,5144,26.3,25.6,27.4,9.7,2,1.2,24.5,90.1,30.8,0,3.47,26.6
2019-07-19,5566,25.1,23.7,25.9,60,3,1.7,24.2,95.3,30.2,0,2.35,25.4
2019-07-20,4361,28.4,24.9,33.4,0.6,4,1.3,23.5,76.6,29,4.7,15.31,29.6
2019-07-21,3667,26.1,25,28.2,25.6,5,2.2,23.9,88.3,29.7,0,2.87,26.4
2019-07-22,4437,27.5,25.6,30,0.5,6,2.6,22.5,74.5,27.2,2.6,9.43,27.5
2019-07-23,4675,28.1,26.3,30.8,1.2,7,3.4,23.2,75.3,28.5,1.6,8.26,27.2
2019-07-24,4418,25.8,24,27.5,62.3,8,2.2,24.2,91.1,30.1,0,3.01,25.7
2019-07-25,3046,26.3,23.5,30.1,26.9,9,1.7,23.7,86.4,29.3,4.9,13.55,26.7
2019-07-26,4017,28.4,24.7,33.1,,0,1.2,23.1,74.6,28.3,8.3,15.74,28.8
2019-07-27,3552,29.4,25.6,36,3,1,1.3,22.7,69,27.6,10.6,21.04,30.5
2019-07-28,4158,28.3,25,34.4,8.6,2,1.2,23.2,75.9,28.6,8.6,17.53,29.6
2019-07-29,3500,30.5,25.6,35.9,,0,1.1,22.7,65.5,27.6,11.2,20.66,30.5
2019-07-30,3068,31.6,27.9,36.8,,0,1.5,19.8,51.4,23.2,9.9,22.91,31.7
2019-07-31,3431,26.9,23.9,30.3,8,1,1.2,22.6,78.1,27.4,1.9,6.91,27.5
2019-08-01,2904,28.9,25.9,32.7,,0,1.6,22.9,71.4,27.9,7.5,15.87,29.7
2019-08-02,2534,29.8,26,34.6,,0,1.3,23.2,69,28.4,10.8,19.37,30.3
2019-08-03,2482,31.5,26.6,36.5,,0,1.5,21.6,57.9,25.9,11.6,22.69,33.1
2019-08-04,2281,30.4,26.3,35.7,6.7,1,2.5,19.4,53.6,22.6,9.8,21.52,33.2
2019-08-05,2378,26.6,24.8,28.5,56.2,2,1.3,25,91.8,31.8,0.3,4.8,26.8
2019-08-06,2290,29.2,25.1,35.3,6.4,3,1.5,24.3,76.9,30.4,7.3,16.91,30.7
2019-08-07,2028,30.4,25.9,35.7,,0,1.5,22.2,63.9,26.8,9.2,20.99,30.5
2019-08-08,1958,25.9,23.9,28.6,16.2,1,1.3,22.3,82,27.1,0.1,5.51,27
2019-08-09,2024,25.9,23,29.5,0.1,2,2.2,20.8,74.5,24.6,7.5,14.1,27.3
2019-08-10,2283,25.9,23.4,28.8,,0,2.5,19.6,69.5,23,8.1,13.25,26.9
2019-08-11,2350,25.6,22.6,30.7,,0,1.7,18.4,66.5,21.2,10.7,18.61,28.1
2019-08-12,2115,26.3,21.2,31.3,,0,1.1,17.5,60.6,20,11.1,18.16,27.2
2019-08-13,2012,28.2,23.2,32.8,,0,1.5,18.3,56.3,21.1,10.5,21.06,30.2
2019-08-14,2646,27,24.4,30.4,1.3,1,1.2,20.1,67.3,23.7,3.2,11.43,29.2
2019-08-15,2073,26.9,23,31.4,,0,1.7,19.5,66.5,22.7,10.7,23.16,31.5
2019-08-16,1596,26.2,22.7,30.5,,0,2.1,16.8,58.4,19.3,12,23.84,31.7
2019-08-17,2183,24.1,21.5,27.3,,0,1.5,15.9,60.9,18.2,3,8.25,26.7
2019-08-18,1935,25,20.2,29.9,,0,1.5,17.9,66.6,20.5,9.9,17.85,30.9
2019-08-19,2134,26.4,21.5,32.1,,0,1.2,18.4,63.8,21.2,9.2,18.4,31.5
2019-08-20,2505,25.7,22.2,29.3,20,1,1,19.5,71.1,22.9,5.6,13.22,26.4
2019-08-21,2565,26.1,23.6,30.2,,0,1.9,18.9,66.2,21.9,0,0,27.7
2019-08-22,2679,23.4,20.1,26.4,36.9,1,2.2,19,77.1,22,4.9,0,25.9
2019-08-23,3312,22.6,19.5,27,0.2,2,2.4,15.6,66.3,17.8,8.8,17.84,24.1
2019-08-24,3226,23.5,18.5,28.9,,0,1.9,16.1,65,18.3,12.1,21.07,25
2019-08-25,2481,23.7,19.2,27.8,,0,1.4,15.9,64,18.1,6.9,15.17,23.8
2019-08-26,2651,24.4,19.4,29.7,,0,1.6,14.7,56.6,16.7,7.4,16.85,24.8
2019-08-27,2835,24.1,22,28,,0,2.3,17.5,67.6,20,2.9,11.6,26.3
2019-08-28,2604,22.8,21.2,25.5,22.7,1,2.5,20.7,89,24.6,1.1,5.68,23.5
2019-08-29,2911,23,21.5,27.6,36.4,2,2,21.3,91.4,25.4,1.5,6.07,23.7
2019-08-30,2591,25.3,21.6,29.1,2.4,3,2.1,21.4,79.8,25.6,0.4,9.29,25.5
2019-08-31,2559,25.7,22.6,29.5,2.8,4,6,20.2,72.9,23.7,0,2.95,24.1
2019-09-01,2352,24.7,22.9,27.3,,0,1.9,20.2,76.9,23.6,1.4,9.31,25.1
2019-09-02,2506,25.1,22.4,28,,0,1.7,20,74.3,23.4,2,10.04,25.2
2019-09-03,2742,23.8,22.1,26.5,63.2,1,2.4,22.5,93.4,27.3,1,5.74,24.4
2019-09-04,2564,24.3,20.4,28.7,7.6,2,3.1,18.4,71.4,21.3,6.9,16.56,24.9
2019-09-05,2900,21,18.7,22.9,3.9,3,2.6,15.5,72.3,17.7,0,4.09,21.9
2019-09-06,2914,23.3,18.3,29.3,0.1,4,1.7,14.6,60.4,16.7,10.9,21.35,24.4
2019-09-07,3141,22.4,20.8,24.1,0.3,5,1.2,18.5,80,21.5,0.2,3.34,22.9
2019-09-08,3008,24.2,19.5,30,,0,1.7,18.1,70.4,20.8,10.6,18.19,25.2
2019-09-09,3361,24.5,20.7,30.5,,0,2.1,13.4,53,15.6,9.4,19.91,27.4
2019-09-10,3310,23.5,18,29,,0,2.1,9.3,41.6,11.7,10.6,20.01,25.4
2019-09-11,2797,21,16,25.4,,0,3.1,8.3,46,11.3,11.7,21.9,25.4
2019-09-12,2580,19.5,13.6,26,,0,1.9,7.5,46.5,10.5,10.2,19.83,23.3
2019-09-13,2518,19.6,15.8,24.2,,0,2.1,9.6,52.8,12,1.3,8.64,21.5
2019-09-14,3337,19.6,18.3,22.1,,0,2,11.6,60.3,13.7,0,4.44,20.8
2019-09-15,2530,18.6,17.3,19.6,0.4,1,3.8,11.4,63.4,13.5,0,3.2,18.5
2019-09-16,3592,20,16.9,24.6,,0,2.2,9.2,51.1,11.7,9,16.92,20.2
2019-09-17,3865,19.8,13.9,26.5,,0,1.8,11.4,61.3,13.5,11.4,20.17,23
2019-09-18,3058,20.9,14.8,27.4,,0,1.4,13.4,64.4,15.5,8.8,16.44,23.4
2019-09-19,2935,22.9,17.7,29,,0,1.9,13.7,59.3,15.8,8.1,15.5,25.1
2019-09-20,2534,22.9,19.6,27,,0,1.9,13.6,57.5,15.6,3.5,10.42,24.4
2019-09-21,2677,23.7,19.4,29.2,,0,1.7,14.7,58.9,16.8,10.1,15.97,25.8
2019-09-22,2193,22.6,17.9,28.6,,0,1.7,13.7,60.6,15.8,11.1,18.83,24.7
2019-09-23,2704,22.4,16.4,29.9,,0,1.6,13.6,61,15.7,10.5,18.37,24.3
2019-09-24,2283,23.1,17.6,28.2,,0,1.8,16.4,67.1,18.7,7.5,13.05,24.5
2019-09-25,2344,21.6,20,24.2,23.1,1,3,19.4,88,22.5,0,3.4,22.2
2019-09-26,2392,22.4,19.8,27.3,4.6,2,2.8,17,73.4,19.4,6,10.14,22.6
2019-09-27,2521,22.4,18,27.8,,0,2.1,16.8,71.5,19.1,9.9,16.23,22.9
2019-09-28,2393,18.7,14.7,21.9,0.6,1,2.9,13.5,72.6,15.8,2.3,8.24,20.8
2019-09-29,2592,18.1,13.2,22.7,,0,2.9,8.2,53.4,11,9.4,16.17,19.1
2019-09-30,2631,14.8,13.3,17.9,25.4,1,1.8,13.4,92,15.4,0,1.49,16.7
2019-10-01,2569,14.7,10.6,19.8,,0,2.6,5.5,58.8,9.5,10.3,16.78,16.7
2019-10-02,2493,13.6,7.7,20.4,,0,1.7,2.2,48.3,7.2,10.6,17.42,14.1
2019-10-03,2445,15.2,10.7,19.8,,0,1.3,7.4,60.9,10.4,1.1,8.06,16
2019-10-04,2503,18.8,13,26.1,,0,1.9,10.2,60,12.5,10.3,16.44,18.4
2019-10-05,3150,17.9,13.3,23.3,,0,3.5,6.7,49.3,9.8,10.5,17.37,18.2
2019-10-06,2136,17.2,12.1,23.8,,0,1.9,7,52.6,10,10.6,16.52,17.8
2019-10-07,2471,14.4,9.5,19.6,,0,2.5,5.3,56.9,9.2,10.1,14.54,17.1
2019-10-08,731,14.5,8.8,20.4,,0,1.6,5.4,55.6,9.1,7.7,14.07,14.5
2019-10-09,847,14.6,9,20.8,,0,1.6,5.7,58.3,9.2,9.8,15.6,16.3
2019-10-10,861,15.4,11.2,21.6,,0,1.7,6.1,56,9.4,7.4,12.02,17.2
2019-10-11,1111,17,12,22.7,,0,2.4,8.5,58.3,11.2,8,12.08,17.4
2019-10-12,1872,17,12.1,23.1,,0,1.8,9.5,63.8,12,10.2,15.17,17.5
2019-10-13,1573,16.5,12,22.9,,0,1.3,10.5,70.3,12.7,9.3,14.67,18.1
2019-10-14,1135,17.1,10.9,24.6,,0,1,8.6,61,11.3,9.6,14.4,15.9
2019-10-15,609,18.1,13.3,24.4,,0,1.6,8.8,56.1,11.3,9.1,13.66,18.3
2019-10-16,624,17,14.3,20.7,,0,2.4,8.2,57.3,10.9,0.7,8.08,17.3
2019-10-17,874,18.3,15.3,23.8,,0,2.7,6.7,47.6,9.8,6.6,11.56,19.4
2019-10-18,707,16.7,13.1,22,,0,2.4,7.9,58,10.8,7.1,12.29,17.2
2019-10-19,1244,10,6.6,14.9,,0,2.5,2.3,60,7.2,8.7,13.08,12.6
2019-10-20,896,11,4.7,17.4,,0,1.6,2.7,59,7.5,9.8,14.45,12
2019-10-21,901,12.9,7.4,17.7,1.7,1,2.5,6.1,65.9,9.5,7.3,11.62,13
2019-10-22,936,12.5,8.2,17.6,0.1,2,2.3,4.5,61,8.6,9,12.41,12.4
2019-10-23,1004,11.2,5,17.7,,0,1.6,3.3,60.3,7.8,9.6,14.08,11.2
2019-10-24,1125,14.8,8.4,19.7,,0,2.3,9.9,73.8,12.5,8,10.34,14.2
2019-10-25,1276,14.9,11.4,20.5,,0,1.8,5.2,57.9,9.4,9.5,13.85,14.8
2019-10-26,725,13.6,8.3,18.7,,0,1.5,5.1,57.3,8.9,3.3,7.69,13.5
2019-10-27,181,14.7,9.4,22.1,,0,2.1,5.9,57.8,9.3,7.8,12.51,15.1
2019-10-28,266,13.8,9.2,20.3,,0,2.1,5.1,57.8,8.8,9.7,13.83,13.7
2019-10-29,439,12.4,8.4,18.4,,0,1.6,5.6,65.1,9.1,8,11.04,12.4
2019-10-30,206,11,6.3,16.5,,0,1.8,3.8,63.6,8,7.5,10.63,11
2019-10-31,185,9.2,5,13.6,,0,2.7,-4.1,42.8,4.9,9.5,13.4,10.3
2020-05-01,842,19.9,14.3,27.3,2.3,1,2.4,0.7,32.8,6.9,7.5,23.26,27.3
2020-05-02,861,14.2,12.7,16.8,24.4,2,3.6,13.3,94.4,15.3,0,3,15.1
2020-05-03,896,14.4,12.8,16.6,1.3,3,2.5,12.4,88.6,14.4,0.4,6.77,15.7
2020-05-04,1304,16.5,12.4,22,3.4,4,3,7.8,61,10.8,7.2,22.98,20.2
2020-05-05,1090,14.3,10.5,18.9,0.7,5,2.9,8.5,69.4,11.1,5,13.6,17.6
2020-05-06,902,16.1,10.2,21.8,,0,2.8,3.5,47.3,8,13,29.7,20.5
2020-05-07,1367,19.3,12.4,25.4,,0,2,2.8,35.4,7.5,6.6,20.64,21.8
2020-05-08,1552,16.1,14.1,20.2,12,1,3,12.2,81.4,14.5,0,3.43,15.9
2020-05-09,831,16.7,15,20.3,2.5,2,1.6,15,90.3,17,0.6,7.6,18.3
2020-05-10,785,19.1,14.6,24.9,,0,1.7,15.4,80.1,17.5,3.9,15.26,21.2
2020-05-11,1176,19.1,13.2,26.8,29.8,1,2.4,15.1,79.4,17.2,3.2,14.07,21.6
2020-05-12,1625,13,10.1,17.1,19,2,3.2,8,73.6,10.9,3,15.29,16.1
2020-05-13,1328,14.4,9.2,20.1,,0,1.9,6.6,60.4,9.8,4.5,20.91,17.3
2020-05-14,1656,17.4,10.9,22.9,,0,2.1,8.2,56.1,10.9,9.4,24.35,20.5
2020-05-15,1813,18.5,14.8,22.7,,0,1.9,12.5,68.5,14.6,0.7,13.07,20
2020-05-16,979,20.1,16.6,25,,0,2.2,13.2,66.1,15.2,6.8,23.24,23.3
2020-05-17,1434,17.1,14.3,20.2,14.5,1,2.9,14.4,84.8,16.4,1.1,10.59,19
2020-05-18,1952,16.6,13.7,21.3,,0,2.1,13.1,81,15.1,2.5,16.88,20.3
2020-05-19,1338,16.2,12.7,22.9,1.5,1,2.1,12.8,81.9,14.8,4.8,18.49,19.2
2020-05-20,1010,17.4,11.8,23.9,,0,2.6,10.9,68.5,13.1,13.2,30.06,21.4
2020-05-21,1540,18.7,14.2,23.4,,0,1.9,10.8,62.8,13,8.4,22.83,20.5
2020-05-22,1890,20.7,14.6,27.6,,0,2,13.5,65.6,15.5,12.7,28.09,24.3
2020-05-23,1976,22.6,16.5,30,,0,1.9,12.9,57.3,15,11.3,26.5,27.6
2020-05-24,2141,21.2,17.6,28,1,1,2.3,13.3,63,15.4,5,19.15,25.7
2020-05-25,1874,19.7,16.6,24.5,0.4,2,3.4,12,64.3,14.2,11.5,30.35,26.6
2020-05-26,2200,17.9,14.8,21.8,2,3,2.2,12.3,71,14.4,0.2,5.89,18.3
2020-05-27,2126,22,17.6,28.4,,0,2.4,16.6,73.3,18.8,9.5,24.64,27.1
2020-05-28,2571,21.9,19.7,26.5,0.2,1,2.7,18.2,81.1,21,4.7,19.77,26.8
2020-05-29,3024,23,18.4,28.7,,0,1.8,16.6,69.4,18.8,8.8,23.36,29.8
2020-05-30,3183,24.6,19.2,30.9,,0,2,16.8,63.6,19.1,8.6,23.38,31.4
2020-05-31,3038,22.7,19.2,29.2,,0,2.3,16.5,69.4,18.8,9.2,26.04,30.2
2020-06-01,3288,25,19.8,32,,0,2.1,17,63.6,19.4,11.3,26.13,32.7
2020-06-02,3610,26.7,20.3,32.8,,0,2.3,15.4,51.6,17.5,12.9,28.36,34.1
2020-06-03,3106,25.8,22.5,32.1,6.2,1,2,17.7,63.8,20.5,5.2,18.85,32.8
2020-06-04,3568,26.1,21.7,31.6,,0,2.2,19.2,68.3,22.2,8,26.03,30.1
2020-06-05,3771,24.7,21.6,27.6,,0,1.7,18.4,68.6,21.1,0.5,11.51,25.8
2020-06-06,3982,26.9,20.6,33.5,,0,1.9,15.7,52.8,17.9,9.7,28.11,34.6
2020-06-07,3564,24,20.1,28.8,1.1,1,2.9,17.9,70.6,20.6,8.1,22.52,29.6
2020-06-08,3621,23,18.2,28.6,,0,2.8,14.5,62.3,16.7,10.1,26.53,31.1
2020-06-09,3263,24.4,20,30.7,,0,2.2,16.4,63,18.7,7.5,24.74,32.2
2020-06-10,3266,24.3,20.2,30.3,,0,2,15.3,58.6,17.4,5.9,21.25,31.1
2020-06-11,3087,23.4,20.3,27.3,,0,1.6,15.4,61.4,17.5,0.1,11,26.7
2020-06-12,3646,24.7,21.1,30,0.1,1,2.1,16.5,61.4,18.8,6,19.6,29.6
2020-06-13,3297,24.9,20.7,29.7,,0,2.1,16.9,62.6,19.3,11.7,24.75,31.9
2020-06-14,2824,26.1,19.5,32.7,,0,2,17,59.5,19.3,13.5,27.82,34.1
2020-06-15,3102,28.6,21.7,35.4,,0,2,16.4,50.5,18.8,13.3,28.95,36.3
2020-06-16,3148,27.3,23.2,31,,0,1.9,16.8,53.5,19.2,5.1,16.97,32.1
2020-06-17,2997,22.3,19.9,26.3,37.6,1,2.7,19,83.5,22,0,2.91,22.7
2020-06-18,3417,21.6,20.1,23.4,13.3,2,2.2,19.9,91,23.3,0.1,6.11,23
2020-06-19,3220,21.8,19.2,25.7,2.1,3,3.2,18.4,82.1,21.2,3.1,13.03,22.9
2020-06-20,3476,24.1,20.4,29.6,,0,2,18.1,70.4,20.8,7.4,22.18,25.2
2020-06-21,3059,25.2,21.5,30.1,,0,2.4,19.1,70.5,22.2,12.4,28.6,28.6
2020-06-22,2865,23.8,20.6,26.5,11.9,1,2.4,19.3,77,22.4,1.7,8.4,23.9
2020-06-23,2393,20.1,18.4,23.1,64.7,2,4,16.9,83,19.3,0,6.2,20.8
2020-06-24,2355,21.1,18.1,24.3,,0,1.9,17.2,79.3,19.7,0.2,9.47,21.3
2020-06-25,1888,24.2,20.4,29.8,,0,1.9,19.1,74.5,22.1,5.4,19.15,24.5
2020-06-26,2035,25.5,21.6,30.6,0.1,1,2.6,17.2,63.5,19.8,9.6,27.47,28.6
2020-06-27,2917,24.2,20.4,29.5,1.6,2,2.1,16.3,63.9,18.6,9.5,26.88,28.2
2020-06-28,2800,23.8,19.9,27.6,,0,1.9,17.4,68.6,19.9,6.4,20.85,26.7
2020-06-29,2822,25.6,21.8,30.9,,0,2.1,18.7,66.6,21.5,5,19.28,28.5
2020-06-30,2181,24.1,22.1,28.1,,0,2.5,19.4,75.5,22.5,4,15.15,28.3
2020-07-01,2341,25.5,21.3,30.4,,0,2,19.7,71.9,22.9,10,25.81,30.5
2020-07-02,2898,27.5,21.8,32.9,,0,1.7,19.7,64.6,22.9,7.7,23.1,31.9
2020-07-03,2971,24.5,22.7,27.7,2.2,1,2.8,19.7,75,23,3.1,12.3,25.2
2020-07-04,3331,25.8,22.2,30.2,,0,2.6,17.9,62.6,20.5,6.6,21.82,29.7
2020-07-05,3267,23.5,21.7,26,2.9,1,2.4,17.8,71.9,20.6,0,7.67,25.3
2020-07-06,3183,18.7,17.7,21.7,47.6,2,4,17.8,94.8,20.3,0,4.58,20.1
2020-07-07,3303,20.3,17.2,24.3,11.5,3,2.8,16.4,79.4,18.7,0.1,12.46,22.6
2020-07-08,3235,23.4,18.9,28.7,,0,2,15.5,63.1,17.7,9.3,26.6,26.4
2020-07-09,3689,25,20.4,29.7,,0,1.8,19.1,70.9,22.1,10.2,25.76,27.4
2020-07-10,3893,26,21.5,31.6,,0,1.9,20.3,72,23.8,7.5,22.28,28.3
2020-07-11,3578,26.1,22.8,31,,0,1.6,20.4,71.6,24,4.3,15.49,27.9
2020-07-12,3824,24,20.6,26.6,29.1,1,2.7,20.5,81.6,24.2,0,4.92,22.9
2020-07-13,3036,23.8,22.4,26.6,3.6,2,3.7,21.3,86.3,25.4,0,5.15,23.8
2020-07-14,2574,25,21.4,30.5,,0,1.6,20.4,77,23.9,4,17.83,25.6
2020-07-15,3240,23.7,22.6,25.7,11.5,1,1.6,21.7,89.3,26,0,4.5,24
2020-07-16,3795,21.1,18.5,22.6,103.1,2,3.6,20.3,95.5,23.9,0,2.72,21.8
2020-07-17,3847,22.5,18.7,26.8,2.9,3,4.6,17.6,74.3,20.2,1,10.46,21.2
2020-07-18,3225,24.3,22.3,29,,0,3.1,18.2,69.3,21,1.9,15.59,23.9
2020-07-19,3634,25.4,21.6,29.6,,0,2,19.2,69.3,22.3,5.6,18.14,25.6
2020-07-20,3589,24.3,22.9,25.5,2.2,1,2.2,21.8,86.4,26.1,0,7.72,25.2
2020-07-21,3851,24.4,22.7,26.4,0.4,2,2,21.5,84.8,25.7,0,8.38,25
2020-07-22,3628,23.7,22.6,24.9,50.1,3,2,22.9,95.8,28,0,3.18,23.9
