date,mosquito,temp,rain_per_day,cum_rain,wind,humidity,steam_pressure,sunshine_time,sunshine
2015-08-13,0.284558073,0.722222222,0,0,0.484375,0.507482993,0.533112583,0.890510949,0.716639209
2015-08-14,0.334556182,0.675925926,0.002076125,0.090909091,0.265625,0.620408163,0.57615894,0.496350365,0.416474465
2015-08-15,0.334480542,0.712962963,0,0,0.265625,0.571428571,0.569536424,0.781021898,0.569686985
2015-08-16,0.280095307,0.728395062,0,0,0.25,0.572789116,0.589403974,0.773722628,0.596046129
2015-08-17,0.231118339,0.759259259,0,0,0.296875,0.531972789,0.605960265,0.642335766,0.532125206
2015-08-18,0.231458719,0.759259259,0,0,0.53125,0.484353741,0.572847682,0.605839416,0.555189456
2015-08-19,0.207518626,0.697530864,0.003460208,0.090909091,0.328125,0.666666667,0.639072848,0.240875912,0.285337727
2015-08-20,0.17404788,0.697530864,0.124567474,0.181818182,0.359375,0.697959184,0.649006623,0.744525547,0.530477759
2015-08-21,0.18149843,0.725308642,0,0,0.34375,0.608163265,0.61589404,0.613138686,0.498517298
2015-08-22,0.204719943,0.635802469,0.034602076,0.090909091,0.328125,0.761904762,0.622516556,0,0.169028007
2015-08-23,0.288907379,0.645061728,0,0,0.578125,0.497959184,0.456953642,0.474452555,0.47446458
2015-08-24,0.277485723,0.657407407,0,0,0.375,0.395918367,0.397350993,0.890510949,0.672158155
2015-08-25,0.176922204,0.660493827,0,0,0.5,0.269387755,0.301324503,0.897810219,0.705436573
2015-08-26,0.376271699,0.651234568,0,0,0.453125,0.259863946,0.304635762,0.875912409,0.675782537
2015-08-27,0.343897735,0.651234568,0,0,0.375,0.523809524,0.48013245,0.868613139,0.649093904
2015-08-28,0.314511554,0.608024691,0.017301038,0.090909091,0.328125,0.715646259,0.552980132,0.131386861,0.243492586
2015-08-29,0.250936046,0.552469136,0,0,0.296875,0.497959184,0.360927152,0.423357664,0.389456343
2015-08-30,0.284860633,0.583333333,0,0,0.40625,0.412244898,0.334437086,0.868613139,0.661614498
2015-08-31,0.290231081,0.641975309,0,0,0.25,0.507482993,0.450331126,0.729927007,0.473146623
2015-09-01,0.220528724,0.663580247,0,0,0.34375,0.336054422,0.350993377,0.817518248,0.626688633
2015-09-02,0.171740857,0.62654321,0,0,0.390625,0.295238095,0.30794702,0.854014599,0.64645799
2015-09-03,0.18130933,0.62037037,0,0,0.484375,0.307482993,0.30794702,0.832116788,0.649093904
2015-09-04,0.204530842,0.635802469,0,0,0.375,0.385034014,0.374172185,0.729927007,0.593739703
2015-09-05,0.284520253,0.648148148,0,0,0.375,0.469387755,0.430463576,0.839416058,0.574958814
2015-09-06,0.169471654,0.641975309,0,0,0.3125,0.614965986,0.516556291,0.562043796,0.447446458
2015-09-07,0.160432661,0.657407407,0,0,0.234375,0.521088435,0.460264901,0.729927007,0.465897858
2015-09-08,0.169244734,0.697530864,0,0,0.28125,0.334693878,0.380794702,0.817518248,0.564085667
2015-09-09,0.146741803,0.638888889,0,0,0.265625,0.463945578,0.427152318,0.153284672,0.238550247
2015-09-10,0.137248969,0.682098765,0,0,0.296875,0.443537415,0.433774834,0.751824818,0.532454695
2015-09-11,0.138988692,0.682098765,0,0,0.390625,0.444897959,0.453642384,0.693430657,0.486655684
2015-09-12,0.186225937,0.651234568,0,0,0.28125,0.417687075,0.400662252,0.802919708,0.476771005
2015-09-13,0.176619644,0.635802469,0,0,0.296875,0.212244898,0.254966887,0.817518248,0.575288303
2015-09-14,0,0.62037037,0,0,0.25,0.214965986,0.245033113,0.408759124,0.370016474
