mosquito,temp,rain_per_day,cum_rain,wind,humidity,steam_pressure,sunshine_time,sunshine
0.133618244,0.549689441,0,0,0.59375,0.349726776,0.281355932,0.744525547,0.524217463
0.119322265,0.468944099,0,0,0.28125,0.206284153,0.149152542,0.649635036,0.407248764
0.135887448,0.51242236,0,0,0.296875,0.349726776,0.230508475,0.802919708,0.536079077
0.145304641,0.534161491,0,0,0.296875,0.460382514,0.301694915,0.766423358,0.496210873
0.157369237,0.562111801,0,0,0.21875,0.596994536,0.410169492,0.503649635,0.391103789
0.119851745,0.577639752,0,0,0.359375,0.509562842,0.369491525,0.715328467,0.476112026
0.037063651,0.456521739,0,0,0.578125,0.273224044,0.169491525,0.788321168,0.54398682
0.190083582,0.350931677,0.024221453,0.090909091,0.34375,0.643442623,0.261016949,0.160583942,0.155189456
0.097235354,0.288819876,0.024221453,0.181818182,0.375,0.666666667,0.223728814,0.109489051,0.196705107
0.092772588,0.335403727,0,0,0.421875,0.446721311,0.166101695,0.773722628,0.500164745
0.071933739,0.419254658,0,0,0.390625,0.581967213,0.288135593,0.737226277,0.454036244
0.090238645,0.48447205,0,0,0.25,0.557377049,0.301694915,0.671532847,0.463591433
0.074089482,0.50931677,0,0,0.28125,0.523224044,0.315254237,0.715328467,0.435255354
0.073181801,0.49689441,0,0,0.28125,0.644808743,0.379661017,0.554744526,0.328500824
0.055444197,0.534161491,0,0,0.265625,0.56010929,0.355932203,0.744525547,0.455354201
0.021179229,0.50931677,0,0,0.203125,0.56420765,0.342372881,0.656934307,0.384843493
0.014901101,0.51552795,0,0,0.3125,0.595628415,0.362711864,0.554744526,0.351565074
0.033962407,0.537267081,0,0,0.25,0.62431694,0.4,0.503649635,0.354859967
0.05763776,0.50931677,0,0,0.25,0.665300546,0.396610169,0.489051095,0.327182867
0.060474263,0.49689441,0,0,0.34375,0.56010929,0.33559322,0.335766423,0.303130148
0.065995991,0.49689441,0,0,0.375,0.618852459,0.366101695,0.299270073,0.238550247
0.068870315,0.47826087,0.07266436,0.090909091,0.390625,0.554644809,0.318644068,0.503649635,0.344645799
0.076699066,0.459627329,0,0,0.328125,0.371584699,0.213559322,0.627737226,0.426688633
0.080594531,0.419254658,0.01384083,0.090909091,0.375,0.587431694,0.288135593,0.175182482,0.234266886
0.09413411,0.329192547,0.183391003,0.181818182,0.5,0.621584699,0.240677966,0.510948905,0.30214168
0.088423282,0.260869565,0,0,0.390625,0.344262295,0.105084746,0.708029197,0.428665568
0.098483416,0.214285714,0.003460208,0.090909091,0.375,0.363387978,0.091525424,0.510948905,0.357825371
0.091600166,0.121118012,0,0,0.40625,0.245901639,0.030508475,0.708029197,0.449423394
0.157974358,0.130434783,0,0,0.328125,0.255464481,0.033898305,0.708029197,0.445469522
0.081426572,0.170807453,0,0,0.25,0.336065574,0.06440678,0.343065693,0.275123558
0.067508793,0.288819876,0,0,0.25,0.50136612,0.169491525,0.481751825,0.285996705
0.045837903,0.319875776,0,0,0.21875,0.598360656,0.206779661,0.656934307,0.357166392
0.009530653,0.332298137,0,0,0.25,0.521857923,0.186440678,0.664233577,0.364744646
0.012329337,0.363354037,0,0,0.265625,0.547814208,0.227118644,0.591240876,0.314991763
0.005710828,0.372670807,0.031141869,0.090909091,0.734375,0.547814208,0.233898305,0.408759124,0.277429984
0.001021141,0.279503106,0.169550173,0.181818182,0.9375,0.924863388,0.298305085,0,0.065897858
0.00699671,0.48757764,0,0,0.265625,0.150273224,0.118644068,0.868613139,0.698846787
0.009757573,0.608695652,0,0,0.3125,0.150273224,0.186440678,0.722627737,0.650411862
0.034832268,0.48757764,0,0,0.5625,0.112021858,0.115254237,0,0.276441516
0.039597595,0.48757764,0,0,0.3125,0.144808743,0.13220339,0.686131387,0.624382208
0.048863507,0.456521739,0.002076125,0.090909091,0.390625,0.325136612,0.196610169,0.846715328,0.717957166
0.027986839,0.447204969,0,0,0.4375,0.293715847,0.179661017,0.109489051,0.294233937
0.043909081,0.537267081,0,0,0.34375,0.228142077,0.189830508,0.496350365,0.562438221
0.050073749,0.608695652,0.114186851,0.090909091,0.34375,0.556010929,0.427118644,0.547445255,0.523558484
0.061760145,0.354037267,0.186851211,0.181818182,0.765625,0.851092896,0.352542373,0,0.053706755
0.069702356,0.440993789,0,0,0.796875,0.31147541,0.176271186,0.934306569,0.819769357
0.05782686,0.540372671,0.051903114,0.090909091,0.265625,0.368852459,0.247457627,0.795620438,0.71169687
0,0.459627329,0.065743945,0.181818182,0.3125,0.894808743,0.46440678,0,0.062932455
0,0.465838509,0,0,0.40625,0.49863388,0.261016949,0.905109489,0.788467875
0,0.555900621,0,0,0.328125,0.286885246,0.216949153,0.839416058,0.774629325
0,0.580745342,0,0,0.3125,0.262295082,0.237288136,0.394160584,0.573311367
0.080291971,0.403726708,0.093425606,0.090909091,0.359375,0.800546448,0.362711864,0.00729927,0.151565074
0.00756401,0.462732919,0,0,0.3125,0.506830601,0.274576271,0.941605839,0.804283361
0.074316403,0.50621118,0,0,0.421875,0.527322404,0.318644068,0.912408759,0.788797364
0.10162248,0.531055901,0.003460208,0.090909091,0.328125,0.453551913,0.288135593,0.846715328,0.819110379
0.046443024,0.580745342,0,0,0.359375,0.318306011,0.261016949,0.810218978,0.783525535
0.090049544,0.49378882,0.311418685,0.090909091,0.421875,0.68442623,0.389830508,0.328467153,0.412850082
0.102454521,0.447204969,0.017301038,0.181818182,0.5,0.453551913,0.227118644,0.897810219,0.808566722
0.082523354,0.552795031,0,0,0.296875,0.341530055,0.247457627,0.95620438,0.813509061
0.071215158,0.645962733,0,0,0.296875,0.225409836,0.237288136,0.96350365,0.849093904
0.089860444,0.708074534,0,0,0.25,0.172131148,0.244067797,0.97810219,0.822075783
0.073446541,0.698757764,0,0,0.28125,0.112021858,0.213559322,0.934306569,0.773640857
0.107333308,0.701863354,0,0,0.3125,0,0.138983051,0.905109489,0.792421746
0.126356794,0.720496894,0,0,0.296875,0.153005464,0.257627119,0.861313869,0.811532125
0.138913052,0.677018634,0,0,0.328125,0.262295082,0.305084746,0.562043796,0.583196046
0.117355622,0.47515528,0.266435986,0.090909091,0.40625,0.803278689,0.437288136,0.167883212,0.233278418
0.276767142,0.565217391,0,0,0.421875,0.602459016,0.423728814,0.372262774,0.514003295
0.147346923,0.555900621,0,0,0.28125,0.658469945,0.450847458,0.109489051,0.273476112
0.167656291,0.602484472,0,0,0.265625,0.512295082,0.386440678,0.605839416,0.681383855
0.193336107,0.627329193,0,0,0.328125,0.441256831,0.383050847,0.95620438,0.787479407
0.371317272,0.621118012,0,0,0.359375,0.441256831,0.383050847,0.635036496,0.681054366
0.229794637,0.639751553,0,0,0.375,0.457650273,0.393220339,0.934306569,0.809555189
0.209220529,0.624223602,0,0,0.390625,0.543715847,0.440677966,0.846715328,0.724546952
0.256722514,0.677018634,0,0,0.328125,0.300546448,0.311864407,0.95620438,0.805601318
0.199500775,0.673913043,0,0,0.375,0.198087432,0.261016949,0.98540146,0.836243822
0.225974812,0.642857143,0,0,0.34375,0.331967213,0.322033898,0.854014599,0.752553542
0.262811543,0.611801242,0,0,0.25,0.382513661,0.342372881,0.197080292,0.370345964
0.235240725,0.720496894,0,0,0.265625,0.321038251,0.369491525,0.861313869,0.804942339
0.223516508,0.677018634,0,0,0.359375,0.345628415,0.376271186,0.335766423,0.513014827
0.204341742,0.627329193,0.000692042,0.090909091,0.265625,0.62431694,0.508474576,0.167883212,0.310378913
0.235618925,0.639751553,0,0,0.359375,0.575136612,0.481355932,0.846715328,0.673805601
0.228017095,0.701863354,0,0,0.3125,0.487704918,0.484745763,0.905109489,0.752553542
0.364698763,0.717391304,0,0,0.34375,0.506830601,0.518644068,0.883211679,0.71630972
0.276691502,0.683229814,0.020761246,0.090909091,0.265625,0.68989071,0.630508475,0.051094891,0.257331137
0.307855225,0.683229814,0.010380623,0.181818182,0.328125,0.759562842,0.677966102,0.284671533,0.345304778
1,0.683229814,0,0,0.375,0.637978142,0.586440678,0.671532847,0.654695222
0.596611323,0.692546584,0,0,0.328125,0.528688525,0.518644068,0.569343066,0.64184514
0.263151923,0.602484472,0.107266436,0.090909091,0.421875,0.792349727,0.583050847,0.138686131,0.232289951
0.273514617,0.602484472,0,0,0.4375,0.678961749,0.515254237,0.510948905,0.45568369
0.235883666,0.692546584,0,0,0.390625,0.536885246,0.518644068,0.875912409,0.737397035
0.214666616,0.714285714,0,0,0.28125,0.467213115,0.494915254,0.912408759,0.740032949
